epoch,accuracy,loss,val_accuracy,val_loss
0,0.11099536716938019,3.5293381214141846,0.02222222276031971,3.9735960960388184
1,0.2506944537162781,2.9916012287139893,0.0694444477558136,3.843522071838379
2,0.36319443583488464,2.6681325435638428,0.11944444477558136,3.625277042388916
3,0.44039350748062134,2.4403202533721924,0.2611111104488373,2.9006829261779785
4,0.5055555701255798,2.2426416873931885,0.4694444537162781,2.2152421474456787
5,0.5519676208496094,2.079963445663452,0.47777777910232544,2.129258871078491
6,0.5905092358589172,1.9390876293182373,0.5583333373069763,1.985491394996643
7,0.6200231313705444,1.8205044269561768,0.6138888597488403,1.789735198020935
8,0.6446759104728699,1.7131067514419556,0.6416666507720947,1.6346651315689087
9,0.675000011920929,1.609868049621582,0.6361111402511597,1.6888829469680786
10,0.704745352268219,1.5139697790145874,0.6916666626930237,1.504573941230774
11,0.7211805582046509,1.4393517971038818,0.6833333373069763,1.50913667678833
12,0.7344907522201538,1.362359881401062,0.6861110925674438,1.4155381917953491
13,0.7527777552604675,1.2939107418060303,0.6666666865348816,1.4127260446548462
14,0.7659721970558167,1.24244225025177,0.6833333373069763,1.385736107826233
15,0.7821758985519409,1.181111216545105,0.7194444537162781,1.3429248332977295
16,0.7958333492279053,1.114026665687561,0.699999988079071,1.227723479270935
17,0.8074073791503906,1.0657280683517456,0.7111111283302307,1.1772849559783936
18,0.8177083134651184,1.020506739616394,0.7833333611488342,1.093539834022522
19,0.8283565044403076,0.9745351076126099,0.7111111283302307,1.1487901210784912
20,0.8387731313705444,0.9239072799682617,0.7250000238418579,1.2020772695541382
21,0.8509259223937988,0.8884579539299011,0.7833333611488342,1.0387579202651978
22,0.857754647731781,0.8483450412750244,0.7861111164093018,1.0115047693252563
23,0.8627314567565918,0.8187333941459656,0.7749999761581421,0.9618616104125977
24,0.8747684955596924,0.7800470590591431,0.730555534362793,1.0635372400283813
25,0.8792824149131775,0.7518712878227234,0.7805555462837219,0.9786563515663147
26,0.8806713223457336,0.7271150946617126,0.7972221970558167,0.9279489517211914
27,0.8927083611488342,0.6861650943756104,0.730555534362793,1.0728873014450073
28,0.8964120149612427,0.6651386618614197,0.7666666507720947,0.9350404739379883
29,0.9016203880310059,0.6341055035591125,0.8055555820465088,0.8830627202987671
30,0.910069465637207,0.6043381094932556,0.7861111164093018,0.8867377638816833
31,0.9099537134170532,0.5913270711898804,0.7749999761581421,0.882349967956543
32,0.9160879850387573,0.5690692067146301,0.8138889074325562,0.8243085145950317
33,0.923495352268219,0.5381309986114502,0.8222222328186035,0.8045084476470947
34,0.9210647940635681,0.5323593020439148,0.8166666626930237,0.7838038802146912
35,0.9280092716217041,0.508232831954956,0.7916666865348816,0.8153335452079773
36,0.9324073791503906,0.48157745599746704,0.8277778029441833,0.7622813582420349
37,0.934374988079071,0.47463107109069824,0.7749999761581421,0.8719338178634644
38,0.9366897940635681,0.46078434586524963,0.8055555820465088,0.7541126012802124
39,0.9453703761100769,0.4283905625343323,0.8222222328186035,0.7774832248687744
40,0.941319465637207,0.4280628263950348,0.7888888716697693,0.8597816228866577
41,0.9458333253860474,0.4116491973400116,0.7888888716697693,0.8823311924934387
42,0.9484953880310059,0.4012452960014343,0.8222222328186035,0.7391963601112366
43,0.9501157402992249,0.3847426176071167,0.824999988079071,0.7414398193359375
44,0.9528934955596924,0.3668820559978485,0.8083333373069763,0.7693890333175659
45,0.9534721970558167,0.36223840713500977,0.824999988079071,0.6959735155105591
46,0.9614583253860474,0.3393583297729492,0.8027777671813965,0.7309014201164246
47,0.9655092358589172,0.3296498954296112,0.8222222328186035,0.691947877407074
48,0.9621527791023254,0.3259523808956146,0.8194444179534912,0.7431433796882629
49,0.9646990895271301,0.31278935074806213,0.8111110925674438,0.7306121587753296
50,0.9651620388031006,0.30948081612586975,0.824999988079071,0.7081900835037231
51,0.9655092358589172,0.29469698667526245,0.824999988079071,0.7557891011238098
52,0.9674768447875977,0.2916381061077118,0.8305555582046509,0.684877336025238
53,0.9702546000480652,0.27332794666290283,0.8305555582046509,0.7045689821243286
54,0.9681712985038757,0.2731333374977112,0.8500000238418579,0.6764771938323975
55,0.9712963104248047,0.2636730968952179,0.8055555820465088,0.7598930597305298
56,0.9723379611968994,0.2591431736946106,0.8166666626930237,0.6582714319229126
57,0.9776620268821716,0.24783898890018463,0.8222222328186035,0.6808723211288452
58,0.9763888716697693,0.23984697461128235,0.8166666626930237,0.6593690514564514
59,0.9776620268821716,0.2337523251771927,0.824999988079071,0.7275277972221375
60,0.9747685194015503,0.23858995735645294,0.8361111283302307,0.6643379926681519
61,0.9776620268821716,0.22481298446655273,0.8416666388511658,0.6113783717155457
62,0.979629635810852,0.21362215280532837,0.8527777791023254,0.620213508605957
63,0.9806712865829468,0.21003353595733643,0.8277778029441833,0.6836493015289307
64,0.981249988079071,0.20151957869529724,0.824999988079071,0.6138873100280762
65,0.9829860925674438,0.19697529077529907,0.8388888835906982,0.6638308167457581
66,0.9844907522201538,0.190119206905365,0.8388888835906982,0.661333441734314
67,0.9821759462356567,0.19520902633666992,0.8611111044883728,0.622795820236206
68,0.9848379492759705,0.17880237102508545,0.8500000238418579,0.6149774193763733
69,0.9873842597007751,0.17859087884426117,0.8361111283302307,0.6637782454490662
70,0.9835647940635681,0.18002264201641083,0.8138889074325562,0.7071346640586853
71,0.9851852059364319,0.17466378211975098,0.8472222089767456,0.6675452589988708
