epoch,accuracy,loss,val_accuracy,val_loss
0,0.15119047462940216,3.3809585571289062,0.07213930040597916,3.8128318786621094
1,0.3108333349227905,2.7968108654022217,0.3034825921058655,2.7025344371795654
2,0.4203571379184723,2.4580249786376953,0.44527363777160645,2.2484781742095947
3,0.5060714483261108,2.2094578742980957,0.46766167879104614,2.093942403793335
4,0.5575000047683716,2.015608072280884,0.5298507213592529,2.0430028438568115
5,0.5998809337615967,1.8511075973510742,0.5995025038719177,1.8073176145553589
6,0.6436904668807983,1.7118970155715942,0.5920398235321045,1.6729885339736938
7,0.6695238351821899,1.5990089178085327,0.5920398235321045,1.6200833320617676
8,0.7057142853736877,1.4685560464859009,0.6691542267799377,1.4520115852355957
9,0.7198809385299683,1.3793129920959473,0.6616915464401245,1.395597219467163
10,0.743571400642395,1.2994621992111206,0.6641790866851807,1.3692855834960938
11,0.7646428346633911,1.2081719636917114,0.6791045069694519,1.2802042961120605
12,0.7827380895614624,1.1380581855773926,0.7263681888580322,1.1918827295303345
13,0.7919047474861145,1.0717071294784546,0.7213930487632751,1.2363238334655762
14,0.8100000023841858,1.0050128698349,0.7313432693481445,1.199632167816162
15,0.82833331823349,0.9495591521263123,0.7014925479888916,1.2053613662719727
16,0.8360714316368103,0.8981724381446838,0.7437810897827148,1.0843729972839355
17,0.8525000214576721,0.8424360156059265,0.7686567306518555,0.9824797511100769
18,0.8557142615318298,0.8112995028495789,0.7487562298774719,1.0255569219589233
19,0.8676190376281738,0.7657177448272705,0.7860696315765381,0.9620070457458496
20,0.8742856979370117,0.7267589569091797,0.7985074520111084,0.9094410538673401
21,0.880476176738739,0.6966696977615356,0.7860696315765381,0.8859732747077942
22,0.8852381110191345,0.6623589992523193,0.7985074520111084,0.9286899566650391
23,0.8960714340209961,0.6237629055976868,0.7786069512367249,0.9061365723609924
24,0.9020237922668457,0.6004681587219238,0.7736318111419678,0.902715802192688
25,0.9104762077331543,0.5732139348983765,0.8009950518608093,0.8261871337890625
26,0.9123809337615967,0.5482405424118042,0.8159204125404358,0.7958839535713196
27,0.9172618985176086,0.5193657279014587,0.8009950518608093,0.8005881905555725
28,0.9217857122421265,0.5058127641677856,0.8084577322006226,0.7599554061889648
29,0.9242857098579407,0.47923824191093445,0.7313432693481445,0.9728103280067444
30,0.9291666746139526,0.4633414149284363,0.7810945510864258,0.8133648633956909
31,0.9321428537368774,0.4378550946712494,0.7985074520111084,0.7716955542564392
32,0.9370238184928894,0.4234451949596405,0.7960199117660522,0.8235382437705994
33,0.9411904811859131,0.40559011697769165,0.823383092880249,0.7622995972633362
34,0.9417856931686401,0.38899853825569153,0.7935323119163513,0.7337937355041504
35,0.9435714483261108,0.3828393220901489,0.8034825921058655,0.7508863806724548
36,0.9480952620506287,0.36039838194847107,0.8034825921058655,0.7264555096626282
37,0.9522619247436523,0.34852901101112366,0.8134328126907349,0.6852998733520508
38,0.9551190733909607,0.3351915776729584,0.8208954930305481,0.6983982920646667
39,0.9563094973564148,0.32604900002479553,0.8084577322006226,0.7530088424682617
40,0.9573809504508972,0.3103056848049164,0.8109452724456787,0.7806218862533569
41,0.961309552192688,0.2990805506706238,0.8034825921058655,0.6810386180877686
42,0.9614285826683044,0.2890806198120117,0.7985074520111084,0.7447234988212585
43,0.965833306312561,0.27670443058013916,0.8383084535598755,0.6334894895553589
44,0.9654762148857117,0.2726246416568756,0.8308457732200623,0.6332250833511353
45,0.9690476059913635,0.2608237862586975,0.7935323119163513,0.6860108375549316
46,0.9680952429771423,0.2540026009082794,0.8159204125404358,0.6911895871162415
47,0.970714271068573,0.24864646792411804,0.8283582329750061,0.6308723092079163
48,0.9725000262260437,0.2364133894443512,0.823383092880249,0.7054577469825745
49,0.973809540271759,0.22960250079631805,0.8258706331253052,0.6475576758384705
50,0.9758333563804626,0.21828767657279968,0.8308457732200623,0.5907067656517029
51,0.9746428728103638,0.21518591046333313,0.8184079527854919,0.6751017570495605
52,0.9784523844718933,0.20301565527915955,0.8159204125404358,0.679048478603363
53,0.9782142639160156,0.20338673889636993,0.8457711338996887,0.5929774045944214
54,0.9784523844718933,0.19741328060626984,0.8308457732200623,0.6089500784873962
55,0.9827380776405334,0.1848394274711609,0.8258706331253052,0.6121710538864136
56,0.9834523797035217,0.1818787157535553,0.823383092880249,0.6960910558700562
57,0.9807142615318298,0.17894072830677032,0.823383092880249,0.6612018346786499
58,0.9817857146263123,0.17283761501312256,0.8457711338996887,0.5722440481185913
59,0.9828571677207947,0.16320113837718964,0.8407959938049316,0.6252943873405457
60,0.9844047427177429,0.16160987317562103,0.8333333134651184,0.6209049820899963
61,0.981071412563324,0.1662851721048355,0.8358209133148193,0.6366458535194397
62,0.9836905002593994,0.15685047209262848,0.8681591749191284,0.5277904868125916
63,0.9858333468437195,0.14537258446216583,0.8184079527854919,0.6338385343551636
64,0.9847618937492371,0.14776308834552765,0.8333333134651184,0.6285918354988098
65,0.9857142567634583,0.13822416961193085,0.8507462739944458,0.5694931745529175
66,0.9883333444595337,0.1333003044128418,0.8457711338996887,0.6273883581161499
67,0.9882143139839172,0.13119865953922272,0.8184079527854919,0.5980666279792786
68,0.9888095259666443,0.12921446561813354,0.8407959938049316,0.5566179752349854
69,0.9898809790611267,0.12346871197223663,0.853233814239502,0.5660430192947388
70,0.9913095235824585,0.11550513654947281,0.8656716346740723,0.5560327172279358
71,0.9901190400123596,0.1150718629360199,0.8457711338996887,0.5730527639389038
72,0.9909523725509644,0.10897340625524521,0.8557214140892029,0.5674721002578735
