epoch,accuracy,loss,val_accuracy,val_loss
0,0.11990740895271301,3.5221915245056152,0.02500000037252903,3.9073688983917236
1,0.26770833134651184,2.986194133758545,0.10555555671453476,3.5829923152923584
2,0.39189815521240234,2.6609463691711426,0.15000000596046448,3.2084052562713623
3,0.4503472149372101,2.4311370849609375,0.38333332538604736,2.606443166732788
4,0.5092592835426331,2.229703664779663,0.45277777314186096,2.3205339908599854
5,0.5481481552124023,2.0719423294067383,0.5444444417953491,2.0852036476135254
6,0.5918981432914734,1.9292726516723633,0.550000011920929,2.0210671424865723
7,0.6221064925193787,1.806085228919983,0.5888888835906982,1.8648769855499268
8,0.6431713104248047,1.7068082094192505,0.6000000238418579,1.8503079414367676
9,0.6774305701255798,1.6019306182861328,0.6277777552604675,1.6774184703826904
10,0.697685182094574,1.519643783569336,0.625,1.6910556554794312
11,0.7128472328186035,1.4439045190811157,0.6583333611488342,1.5519715547561646
12,0.7333333492279053,1.3664906024932861,0.6944444179534912,1.4598067998886108
13,0.7545138597488403,1.294424057006836,0.6972222328186035,1.3951983451843262
14,0.7609953880310059,1.2535464763641357,0.7194444537162781,1.387501835823059
15,0.7790509462356567,1.1828895807266235,0.6972222328186035,1.410927176475525
16,0.7946759462356567,1.1205235719680786,0.7055555582046509,1.3392900228500366
17,0.8096064925193787,1.0681345462799072,0.7194444537162781,1.2983158826828003
18,0.8189814686775208,1.0198816061019897,0.7333333492279053,1.2895081043243408
19,0.8277778029441833,0.9800570011138916,0.7472222447395325,1.1767627000808716
20,0.8348379731178284,0.9377034306526184,0.7666666507720947,1.158185362815857
21,0.8490740656852722,0.891398549079895,0.7833333611488342,1.0860241651535034
22,0.8582175970077515,0.8534305095672607,0.7472222447395325,1.1341317892074585
23,0.8589120507240295,0.8185479640960693,0.7722222208976746,1.0425783395767212
24,0.8697916865348816,0.7862922549247742,0.7749999761581421,1.0259919166564941
25,0.8730323910713196,0.7554665803909302,0.7583333253860474,1.043041467666626
26,0.8819444179534912,0.7256802320480347,0.7749999761581421,1.0352786779403687
27,0.8910879492759705,0.6924224495887756,0.7666666507720947,0.9859673976898193
28,0.8969907164573669,0.6680232286453247,0.75,1.045673131942749
29,0.9017361402511597,0.6443723440170288,0.7722222208976746,1.0174601078033447
30,0.9096064567565918,0.6131885647773743,0.7888888716697693,0.9112404584884644
31,0.9105324149131775,0.5952502489089966,0.8027777671813965,0.916570782661438
32,0.9138888716697693,0.5730378031730652,0.800000011920929,0.8902648687362671
33,0.9197916388511658,0.5527890920639038,0.7777777910232544,0.9346718788146973
34,0.9233796000480652,0.533446729183197,0.8027777671813965,0.8592550754547119
35,0.9260416626930237,0.5121517181396484,0.8083333373069763,0.8672066330909729
36,0.932060182094574,0.49660560488700867,0.8111110925674438,0.882168173789978
37,0.9344907402992249,0.4758719503879547,0.8222222328186035,0.8113110065460205
38,0.9356481432914734,0.46240097284317017,0.8194444179534912,0.8367371559143066
39,0.9444444179534912,0.43980225920677185,0.8277778029441833,0.818295955657959
40,0.9501157402992249,0.41984933614730835,0.8138889074325562,0.844573974609375
41,0.948379635810852,0.41408196091651917,0.8277778029441833,0.781671404838562
42,0.9434027671813965,0.41209545731544495,0.824999988079071,0.7568762302398682
43,0.9519675970077515,0.394671231508255,0.8638888597488403,0.780853807926178
44,0.9527778029441833,0.3760319948196411,0.8111110925674438,0.7887319922447205
